article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
LIVE-0011,market,"공정 자동화 넘어 '제조AI'로… 부산, 스마트공장 2.0 대전환 속도 - polinews.co.kr",2026-09-18,"공정 자동화 넘어 '제조AI'로… 부산, 스마트공장 2.0 대전환 속도 &nbsp;&nbsp; polinews.co.kr","공정 자동화 넘어 '제조AI'로… 부산, 스마트공장 2.0 대전환 속도 &nbsp;&nbsp; polinews.co.kr",https://news.google.com/rss/articles/CBMibkFVX3lxTE54RGtJMlZZU3N0YkhISzlqa3pKeVZvT09waDctTXZ4MlMtUnFxOXV6QTh5TFc4UklycHZWMGRnU1ZNNGdZNFd5Y0dhc2IwZXRUaTMzWmswenJfSDRtZjMtOWtYS0V1TWlrc3MyRnpn0gFyQVVfeXFMT2g1YjM0REtrQklFRUNRX3hqWENDSV82SXh2eUlHQ09oeXczNURyQWNaVlliQ0l1VHVQdDFzcC1CVG1EZkxab1hqa2hVcWU0dXNMZENmS01GbzhObm4wamkyRVdtdk05SkRJMVV4ZGcwLUtn?oc=5,polinews.co.kr,,AI|자동화|스마트공장,2026-09-19T15:56:41.322347,false,false,live_crawler
LIVE-0012,market,"하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 - 한경매거진&북",2026-09-18,"하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 &nbsp;&nbsp; 한경매거진&북","하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 &nbsp;&nbsp; 한경매거진&북",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5QOHkxYUhyVnRRZDlyMGh2WGdtNjI0SWYycE1VU0c4R29wcDZzczlmYi1nZ3J0S3J3d3laSzYyTXozRUprWDk5NGgxWHdod2tLNHVUSlMwOUdVRkhHdG5qVkNMWGpwcEhE?oc=5,한경매거진&북,,스마트공장,2026-09-19T15:56:41.322347,false,false,live_crawler
LIVE-0013,market,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 - 브릿지경제",2026-09-17,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 &nbsp;&nbsp; 브릿지경제","부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 &nbsp;&nbsp; 브릿지경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE14d0JoRmRDYmVhTlBKbkI5bVNYaUp6SElMWE5wTVViZGdfWWtXS1RqMG5ZVzhwT29LYTNZQUZoSEQxaktUc2VFMW12eDRIdTJnVmFiR1JHUjNTUQ?oc=5,브릿지경제,,AI|스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0014,market,"유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 - mt.co.kr",2026-09-16,"유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 &nbsp;&nbsp; mt.co.kr","유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 &nbsp;&nbsp; mt.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1MRnpYRGpkeUZQeU9XMU9zb2w1QTNaNG5NZDNCcTJMNFlVdUdYc0RwT3hhbEprYzZ1R3V1ZWFCTDBUXzRKZlFCdWtBbDFWVmU0clhPVGJncEllajREOGVDT3RlV2ZpTWdG0gFuQVVfeXFMTWh5U1pIZmdGYUczUFJkLVV4dDBENFVzd0l2MFJ1OTlCN0VNcFllQ3YwRmpJOHNnRG5Mc0ZVU1I3M2Rwb3JNZ0IxZllndEdaVW5fM2J3SWxaVTRueVlDSnYxUEd2dmt3M0tweUVUaHc?oc=5,mt.co.kr,,AI|스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0015,market,"LG, 공장용 로봇 '플랫폼화'…스마트팩토리 확장 속도낸다 - 뉴스핌",2026-09-17,"LG, 공장용 로봇 '플랫폼화'…스마트팩토리 확장 속도낸다 &nbsp;&nbsp; 뉴스핌","LG, 공장용 로봇 '플랫폼화'…스마트팩토리 확장 속도낸다 &nbsp;&nbsp; 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5jZWp6RkZRNGJLbkRRTXRRbldXb3lpRW5HbDBkNVRpUVhMNDBlVGZtU1JYSlVob2VibGc0eVBpeUpDd3BGa2w4X1k5bmxndjNsSmVVWUVuUDk1SXpU?oc=5,뉴스핌,,스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0016,market,"경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동 - 경남신문",2026-09-16,"경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동 &nbsp;&nbsp; 경남신문","경남, 6700억 규모 ‘피지컬 AI’로 제조 AX 선도 시동 &nbsp;&nbsp; 경남신문",https://news.google.com/rss/articles/CBMia0FVX3lxTE1mTk1wblRXR09DVDZWbGV0U1JqUFRjSmtUckd3NUtwcGtjSUcwQ25aOXJ6N1NnbWtvZW94WTJzdFZuLU9OWVFPRUhPRE9US1R5R2tlM2loN3VmQU5PQUVyS3pJODl1bVJzZXJN?oc=5,경남신문,,AI|제조 AX,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0017,market,"인터엑스, WAVE 2026·울산포럼 성료…'다시 제조, 다시 대한민국' 제조AX 리더십 각인 - 전자신문",2026-09-16,"인터엑스, WAVE 2026·울산포럼 성료…'다시 제조, 다시 대한민국' 제조AX 리더십 각인 &nbsp;&nbsp; 전자신문","인터엑스, WAVE 2026·울산포럼 성료…'다시 제조, 다시 대한민국' 제조AX 리더십 각인 &nbsp;&nbsp; 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFA2dDBYTXJGVzFGV3Jvb2h2MS15TE5KUERacllfTTZPcjRJYTdGQnZJd0NOV3JKZ1NsMkd0M3hVZ1ctV29Wa2gwai1CcXBYUQ?oc=5,전자신문,,AI|스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0018,market,[포커스] 제조 AX에서 반도체 패키징까지… 한국공학대 ‘미래 산업ㆍ산학협력’ 요람으로 '우뚝' - 산업인뉴스,2026-09-18,[포커스] 제조 AX에서 반도체 패키징까지… 한국공학대 ‘미래 산업ㆍ산학협력’ 요람으로 '우뚝' &nbsp;&nbsp; 산업인뉴스,[포커스] 제조 AX에서 반도체 패키징까지… 한국공학대 ‘미래 산업ㆍ산학협력’ 요람으로 '우뚝' &nbsp;&nbsp; 산업인뉴스,https://news.google.com/rss/articles/CBMibkFVX3lxTE1oLXNkVFVhQ2Z1LUtwMUx3YkRQWUZJNm9DUW1VT3FpWVcwQ3JYMmpMOWNhNGJDNlFCSDFzeVNrcnhRdkxpb2FHZFNhZ1NIeG9qVllMeGs2M0tMdzdhN1R0WFNQbzBrc0U5ZTYzUGZ3?oc=5,산업인뉴스,,제조 AX,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0019,market,"[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최 - ASK Inno",2026-09-15,"[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최 &nbsp;&nbsp; ASK Inno","[현장] 베테랑의 ‘촉’을 배운 AI… 울산, 제조 AX 대전환의 장(場)을 열다- 2026 울산포럼·WAVE(울산세계미래산업박람회) 개최 &nbsp;&nbsp; ASK Inno",https://news.google.com/rss/articles/CBMiS0FVX3lxTFBSZGlrUDg4NDB4OFVnSGJWSlhZM0lqdVVqVlhMYVg1WW5hV3F2YlIwaDFyMTRNekZ0TGlWWm1sSUduUGZLbmZfQTQxcw?oc=5,ASK Inno,,AI|제조 AX,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0020,market,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 - 뉴시스,2026-09-17,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 &nbsp;&nbsp; 뉴시스,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 &nbsp;&nbsp; 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTE4yb2NLYmw1TnQzc1Rqd0YyWDBwYldMX1c1cXVqRURQX3pZXzNPaTF1bUtFWE9zVHJfSVlxQ3JldWpRT08tVlpsTE45TFpaR1VESzRvTWlhZXZMRkxKcmFtZjZ2Z0U1X2xBVjN1N3hfalZwamdDSGNpN9IBeEFVX3lxTE4yb2NLYmw1TnQzc1Rqd0YyWDBwYldMX1c1cXVqRURQX3pZXzNPaTF1bUtFWE9zVHJfSVlxQ3JldWpRT08tVlpsTE45TFpaR1VESzRvTWlhZXZMRkxKcmFtZjZ2Z0U1X2xBVjN1N3hfalZwamdDSGNpNw?oc=5,뉴시스,,AI|제조 AX,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0021,market,삼성전자 지원 스마트공장 예천에 ‘첫 발’...농부창고 선정 - v.daum.net,2026-09-18,삼성전자 지원 스마트공장 예천에 ‘첫 발’...농부창고 선정 &nbsp;&nbsp; v.daum.net,삼성전자 지원 스마트공장 예천에 ‘첫 발’...농부창고 선정 &nbsp;&nbsp; v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5OQkNFaXVmNWREOG56MGpPbzc5SzBVaFpWalV0NU1BTklNV0tPSmhDNkpuZmJ5YUV4ODliejk2dlItVHNuUEdmemI0YkJxNGc?oc=5,v.daum.net,,스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0022,market,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 - 전자신문,2026-09-15,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 &nbsp;&nbsp; 전자신문,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 &nbsp;&nbsp; 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9XNlp6aV9KZGcxbzRRRVZlQ1Y3WEJpMnM5UUdoejJpTmNFNXllcHBfTHBYSkh1Q29rWXhhd09iQ2VsMnIwVF9oSXRrZUxLZw?oc=5,전자신문,,AI|스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0023,market,"KT, 전북에 '다크팩토리' 인프라 구축 추진…제조 AX 앞장 - 메트로신문",2026-09-17,"KT, 전북에 '다크팩토리' 인프라 구축 추진…제조 AX 앞장 &nbsp;&nbsp; 메트로신문","KT, 전북에 '다크팩토리' 인프라 구축 추진…제조 AX 앞장 &nbsp;&nbsp; 메트로신문",https://news.google.com/rss/articles/CBMiYEFVX3lxTE01ajBoRmRhVnIwRnYxRmdWVEZyWEQ2bzlrWXlSa3lfRy1YVUxtbWduRF9MbmU0aWVUM3VwY2lDcXRyVVlPSExnZzVGeE95cVJnZFJLMV9xZVZHVW5xQ05RTg?oc=5,메트로신문,,제조 AX,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0024,market,전통장 업체 ㈜항아골 스마트공장 벤치마킹 - v.daum.net,2026-09-15,전통장 업체 ㈜항아골 스마트공장 벤치마킹 &nbsp;&nbsp; v.daum.net,전통장 업체 ㈜항아골 스마트공장 벤치마킹 &nbsp;&nbsp; v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1yYWREWXR4RjI4bFl4UnpiRDlzeXhROWlFQnhuaUhVZDFEbkF1enZsUFlpdllnbWhkZnpoTjdjSFQ3M1N3ODVYaUh3cHZYZ0U?oc=5,v.daum.net,,스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0025,market,[기획] 스마트공장 넘어 ‘AI 공장’…中企엔 그림의 떡 - 매일일보,2026-09-15,[기획] 스마트공장 넘어 ‘AI 공장’…中企엔 그림의 떡 &nbsp;&nbsp; 매일일보,[기획] 스마트공장 넘어 ‘AI 공장’…中企엔 그림의 떡 &nbsp;&nbsp; 매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9Iemw2cVp5NHBDcDZOYnhsNzMwLUlDOXhEejg5YUdlaE1zdl92c2hPVHVpb3ladXJOS29wRnRjSkJHUjRUb3dEZ1FscC0wVmMyS0pOazFaUnZtcHJuanJobGJQOXrSAWhBVV95cUxOYjNwdEVHOFBjX0F2Z2hYbEY0RXVabkZFa1hZanJ6emg1RXlPSVd0LVFWWTV2dFh0Y1VMbVpnOGdkNEczczFwQ1BCQ3dPS2NXS0VRZ3l0ZnU3MzFfZks1Y2hiXzA2ZmpJMg?oc=5,매일일보,,AI|스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0026,market,"농부창고, 삼성형 스마트공장으로 제조혁신 나선다 - 예천 e희망뉴스",2026-09-18,"농부창고, 삼성형 스마트공장으로 제조혁신 나선다 &nbsp;&nbsp; 예천 e희망뉴스","농부창고, 삼성형 스마트공장으로 제조혁신 나선다 &nbsp;&nbsp; 예천 e희망뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTE11OW5iSklqREVHVUxtbEdlTG5mY0NTa0tMLUhLdHZIRHliSEY2N2JibThiZTRldjBUeU4xUzVNZjlkTXZxRWFBSHBJVmZxRWVLem9JUHJ5WEt6SFBFVlpTYmMyZEc?oc=5,예천 e희망뉴스,,스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0027,market,"[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화-Xinhua - 신화망",2026-09-16,"[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화-Xinhua &nbsp;&nbsp; 신화망","[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화-Xinhua &nbsp;&nbsp; 신화망",https://news.google.com/rss/articles/CBMidkFVX3lxTE10cmpNZ0VXZE85WWhYRUFIbTUteHhlalpOVnZiY2UzQTdJVGVHRmV6dzdEbEFQNmpFdXpFMC1VR0hjbU1NcUVoU2FBcWdkRWlRU2hZWHNiSUZqdElnM2MyRFRXTm9QcDZEVEM5a1N0Tzd1b01pb0E?oc=5,신화망,,AI,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0028,market,"특징주, 코윈로보틱스-스마트팩토리 테마 상승세에 6.41% ↑ - 매일경제 마켓",2026-09-15,"특징주, 코윈로보틱스-스마트팩토리 테마 상승세에 6.41% ↑ &nbsp;&nbsp; 매일경제 마켓","특징주, 코윈로보틱스-스마트팩토리 테마 상승세에 6.41% ↑ &nbsp;&nbsp; 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1PSV9pUGlZNWt1RUsxVFJ2TENmbGtIVTFZcWdITHJDYV9EZTB3aWx1Xy0zR2VMZjhoMGlKc0h2akFyUklQSzhtRDZ5eGJXdlVQVnc?oc=5,매일경제 마켓,,스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0029,market,"특징주, SFA-스마트팩토리 테마 상승세에 13.63% ↑ - 매일경제 마켓",2026-09-15,"특징주, SFA-스마트팩토리 테마 상승세에 13.63% ↑ &nbsp;&nbsp; 매일경제 마켓","특징주, SFA-스마트팩토리 테마 상승세에 13.63% ↑ &nbsp;&nbsp; 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9WcVlFY1hPaDI1bVM1TTJRRmpleW93djhTU2tIaWlNNDdRbVdiYk4xTnRDelBESWZkdWtRcmJ2YWxVeDVNQy1MR1lSd0NuZmZTZlE?oc=5,매일경제 마켓,,스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0030,market,"항아골, 스마트공장으로 청국장 생산량 35% 늘려…수출 경쟁력도 확보 - MTN 머니투데이방송",2026-09-15,"항아골, 스마트공장으로 청국장 생산량 35% 늘려…수출 경쟁력도 확보 &nbsp;&nbsp; MTN 머니투데이방송","항아골, 스마트공장으로 청국장 생산량 35% 늘려…수출 경쟁력도 확보 &nbsp;&nbsp; MTN 머니투데이방송",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBpSDhldXVYRkxuZVcxcDZuNE5VZFV4b0Rlc2ZuWmdWNHlpTUM1OHc0TVRwSjhRTVNDelhrVkNHa0VzNUVFQjJlandRS00zVjJZWk5ycGg4Nnc2enhOV0UwQnJwS0o?oc=5,MTN 머니투데이방송,,스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0031,market,"중기중앙회, 항아골서 '스마트공장 벤치마킹' 개최 - 아시아경제",2026-09-15,"중기중앙회, 항아골서 '스마트공장 벤치마킹' 개최 &nbsp;&nbsp; 아시아경제","중기중앙회, 항아골서 '스마트공장 벤치마킹' 개최 &nbsp;&nbsp; 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1lLVI5V3NWLVhUWm14MnFrd1FBUVJPOXJjMFc3ZXU5U2E2LTVGaFVZV1prTVVfTnIzS0hyYmtEcFVRdzl5MVdlREl2R3VkT01JV3JweFc5NGJoV2Nsa2JDNg?oc=5,아시아경제,,스마트공장,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0032,market,"특징주, 제닉스로보틱스-스마트팩토리 테마 상승세에 5.34% ↑ - 매일경제 마켓",2026-09-15,"특징주, 제닉스로보틱스-스마트팩토리 테마 상승세에 5.34% ↑ &nbsp;&nbsp; 매일경제 마켓","특징주, 제닉스로보틱스-스마트팩토리 테마 상승세에 5.34% ↑ &nbsp;&nbsp; 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9qb0FCd3g5eUtmSENFZ1pwWXBuQm9IVFktcTZVc21sR2FXdW5iX00xSEM2bEhBZ29GQlJVXzFmbmU2UlBmMmVMd3NHNDNlYmlhZWc?oc=5,매일경제 마켓,,스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0033,market,"알서포트 리모트뷰, ‘무인 매장부터 스마트 공장까지’… 추석 연휴 현장 지키는 ‘원격 제어’ 솔루션 주목 - 뉴스와이어",2026-09-18,"알서포트 리모트뷰, ‘무인 매장부터 스마트 공장까지’… 추석 연휴 현장 지키는 ‘원격 제어’ 솔루션 주목 &nbsp;&nbsp; 뉴스와이어","알서포트 리모트뷰, ‘무인 매장부터 스마트 공장까지’… 추석 연휴 현장 지키는 ‘원격 제어’ 솔루션 주목 &nbsp;&nbsp; 뉴스와이어",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1fSFlGczhBUXFtR1paU3IzX1JiZ1djTXpWU1hrSldjeTNVM1hmUHZwdktTbGc0RFFTYXVoZXo4QWZ2cFFvSWJ4OXZpa3R2d3YxcG9yUGV0SXlQZUZOdGpj?oc=5,뉴스와이어,,AI|스마트팩토리,2026-09-19T15:56:41.323343,false,false,live_crawler
LIVE-0034,market,"SK이노, 울산CLX에 'AI 두뇌' 심는다… 제조 AX 본격화 - v.daum.net",2026-09-15,"SK이노, 울산CLX에 'AI 두뇌' 심는다… 제조 AX 본격화 &nbsp;&nbsp; v.daum.net","SK이노, 울산CLX에 'AI 두뇌' 심는다… 제조 AX 본격화 &nbsp;&nbsp; v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBuRGpJUmJsUmc2eFY2TXZoUkQ1VWZzMDRnaTBQckxiUXpWR1JBT2JUT1RZQlRoWktwdkJaV1N2Rm44YTdjVUVlZ1dBREdXTHBxYjFYQw?oc=5,v.daum.net,,AI|제조 AX,2026-09-19T15:56:41.324340,false,false,live_crawler
