article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
CLN-0011,market,"한독에 삼성바이오까지… K-바이오, 'AI 스마트공장' 고도화 릴레이",2026-07-20,"한독에 삼성바이오까지… K-바이오, 'AI 스마트공장' 고도화 릴레이 팜이데일리","한독에 삼성바이오까지… K-바이오, 'AI 스마트공장' 고도화 릴레이 팜이데일리",https://news.google.com/rss/articles/CBMibkFVX3lxTE5aekdJQ3g3QzAzdFMtQWRiX19sOGJ6cHZkVWlQelhkUVZwUFQ5S2VqTFlSZnNhci1YSXB3YjEyb1k1TnUtR1JHWGJHbWo0U2kwT1V4Q2xETFZFZG1XMHRMUUtmaEFpOEpKdWIzVDRB?oc=5,팜이데일리,,AI|스마트공장,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0012,market,"E8, 3자 배정 유상증자 추진…제조기업 인수해 산업 AI 시장 공략",2026-08-10,"E8, 3자 배정 유상증자 추진…제조기업 인수해 산업 AI 시장 공략 헬로티","E8, 3자 배정 유상증자 추진…제조기업 인수해 산업 AI 시장 공략 헬로티",https://news.google.com/rss/articles/CBMiX0FVX3lxTE5XeU54TlZJWG9PcEpOckxJbkFXVTFwSzdWT2xZZGl0eHBucXFxTzV2QTRGQng5MDB0UzR4S1h5ekZpUXJRQmxpMWNUak9ucW9GOFZyeE9TY0JYM1d4Q2Fr?oc=5,헬로티,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0013,market,"E8, 3자배정 유증 추진…제조기업 인수로 산업 AI 시장 진출 속도",2026-08-10,"E8, 3자배정 유증 추진…제조기업 인수로 산업 AI 시장 진출 속도 딜사이트","E8, 3자배정 유증 추진…제조기업 인수로 산업 AI 시장 진출 속도 딜사이트",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1na0FGVlVrWW54bjBKUElxTmZCWmRlMW5GaERVVXE5S213SVQxbEY2Zlh0MHdhLU1lVmotU3p4RXA5aXVJMk13Q3o4MzFFdEE?oc=5,딜사이트,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0014,market,"E8, 제조기업 인수 예정…산업 AI 시장 진출 속도",2026-08-10,"E8, 제조기업 인수 예정…산업 AI 시장 진출 속도 정보통신신문","E8, 제조기업 인수 예정…산업 AI 시장 진출 속도 정보통신신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTFB3bTVlWGRzVnhLRllBNjZSaURWVkRTUG90MlBNYWJMcm45WXVDNzhHMzdKbHViaFF6ZHFXbkh3cVNXQWRORlJpU0JmMGxlOEZka0FOUERqenRoaExreUtoaXBxOU8xcUQw0gFsQVVfeXFMT1YzeEdhSk1lOEN6Sld1WXNNU0ZQZmhVVGtqRkF0djZzWDVtQ2dJUlV6YnlCUWp4QWVPd25zZkpiLUlLc0RDVDVCMzRUcHhhWFl0SVJlTjNxV0ZOUjJldXA0bFlMSE5pd3A0NUhQ?oc=5,정보통신신문,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0015,market,"디노티시아, 코오롱베니트 손잡고 회계·방산·제조 AI 시장 확대",2026-08-18,"디노티시아, 코오롱베니트 손잡고 회계·방산·제조 AI 시장 확대 더에이아이","디노티시아, 코오롱베니트 손잡고 회계·방산·제조 AI 시장 확대 더에이아이",https://news.google.com/rss/articles/CBMiakFVX3lxTE9PNkg3V0owRzlKZUt2OS1Fdl9HRmJQQktTR2pMeTJ1a0pwVzZhcUVzVUhneXVJcTZMQkhNc3JSWDN3OW5TNUJGanp1ZVFfdzFwQ3hKbG5ITmRaZ3F1Njl3SGdQejFuLWZ2WkE?oc=5,더에이아이,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0016,market,"LG CNS, 美 제조 현장에 AI 꽂는다…61억 달러 시장 정조준",2026-05-20,"LG CNS, 美 제조 현장에 AI 꽂는다…61억 달러 시장 정조준 지디넷코리아","LG CNS, 美 제조 현장에 AI 꽂는다…61억 달러 시장 정조준 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1vaVh0ZVBwajhVcjFmVTBjQk50NEJvcGJmQndRRW8zUjZGc0owdXVPdHZrNVNEYktoM0VMX1NULUw1X3JwcXBNY3ZUQW1HdmNsOGVnaXBn?oc=5,지디넷코리아,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0017,market,"[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’",2026-06-29,"[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’ 헬로티","[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’ 헬로티",https://news.google.com/rss/articles/CBMiX0FVX3lxTFBqaVEyai1ZMk9YbFJCOEZFTFY0Z0I5dHp0ZU9adUVjeEhRdDhuRThVdk5yMm9ESkY2OXlreVl3ZF9aWGJKdU9tdEI5OWM3blJWUWFnY2JoRHlhZ3MyYU84?oc=5,헬로티,,AI|스마트팩토리,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0018,market,"[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠""",2026-05-26,"[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠"" v.daum.net","[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9NbTdOZF9neFpReTRGWG1WUmtsOHlPRU1RSVdxcm9JVzNmdndZZkYxU1ZzdWdlenRaeUVBY2FIZkJneXpwTFpxZnFmZldWS0U?oc=5,v.daum.net,,AI|스마트공장,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0019,market,AI 스마트공장 키운다…전문기업 첫 지정·전문인력 양성 '속도',2026-07-10,AI 스마트공장 키운다…전문기업 첫 지정·전문인력 양성 '속도' v.daum.net,AI 스마트공장 키운다…전문기업 첫 지정·전문인력 양성 '속도' v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBYN2p1eGVPNVpYdkhKaW9WN2Zha195OTVrYndKNmJ2QlA0LVhMclZxSUF6V3RNNmdHY3NMeVYyczJNbi1vcE5YM0k0YndHLXgxRGJHYQ?oc=5,v.daum.net,,AI|스마트공장,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0020,market,"앤트로픽 클로드, 반도체·제조 현장으로 확장...UST와 물리적 AI 시장 공략",2026-07-13,"앤트로픽 클로드, 반도체·제조 현장으로 확장...UST와 물리적 AI 시장 공략 테크데일리","앤트로픽 클로드, 반도체·제조 현장으로 확장...UST와 물리적 AI 시장 공략 테크데일리",https://news.google.com/rss/articles/CBMibkFVX3lxTE91T1JNd0dzVE0yaHpRcndqQ1VJMDEtaTQyckd2NnY4dFI0d0JGSC14ZjE2ZDhDYXlPUmk0bTJWeEx5SFJPNC01NjFfczNvOW9QWEpxdzI3dEk2RW1NdnozeEU0bGp0TnNGRkt4NmN30gFyQVVfeXFMUE1lNWhkdlVTanhtRXJDZ1dJQ19mdGJXbDNpYU9VOGJZaHNpUWN3aVJVX3BXMmhOcHlHWU5VeTFSdUxjMEVlSXRkTEJkN1RLczgzTU5zemFDbWUwQWlhRElxbTM0N1pNSXdZVGpoWWxPM293?oc=5,테크데일리,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0021,market,제조 넘어 가정까지…피지컬 AI 시장 선점 전략은,2026-06-24,제조 넘어 가정까지…피지컬 AI 시장 선점 전략은 마켓인,제조 넘어 가정까지…피지컬 AI 시장 선점 전략은 마켓인,https://news.google.com/rss/articles/CBMic0FVX3lxTE5JYlhpMmY3VjZmMzl6U2hVLUNUR3U3YmxEQnpTWGRpajgxVzN1djdMdFZQSkVGcnRWMGNLaURaRkZUcXUzaWlOWVBWY29WOEZvaDJwZ3lMRHh5UVg4NFkzZnpfSnV2VUVSaUVsNVh4aW1DMUk?oc=5,마켓인,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0022,market,"중진공, 제조AI·스마트공장 재직자 교육생 모집",2026-04-06,"중진공, 제조AI·스마트공장 재직자 교육생 모집 연합뉴스","중진공, 제조AI·스마트공장 재직자 교육생 모집 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5ZaGFwTkJ5cHdpMktvWDFWa3g3bGNqVzhCYUlPSVY1QmdwNUU2MDZrR3NiUXlBR3NFVXFXUHlJUjQ0RGMxVUxyLXk2S05DdGhFQW5wTDlYdjZyU3fSAWBBVV95cUxNaUFNTFN1aVg1WWtLTUdNUXgzVXlYd2VtRUh3WXJCUm1Ub0pFc2lWbEF6SXBDMkhGV0ZWc2lFaUszd0ZBalR0MXRyU3dPVWZ3THZxUWh0c2w2SmlZUm00OWE?oc=5,연합뉴스,,AI|스마트공장,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0023,market,"코트라, '美 제조업 현장 AI 도입 트렌드' 발간…“국내 제조 AI 기업 진출 기회”",2026-07-14,"코트라, '美 제조업 현장 AI 도입 트렌드' 발간…“국내 제조 AI 기업 진출 기회” 전자신문","코트라, '美 제조업 현장 AI 도입 트렌드' 발간…“국내 제조 AI 기업 진출 기회” 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1XNWdkM3lKQ21kbUp3c1pBbHVUaHZWWVM1Z19QQXhJTnJKaGZTQkpqdXp3dkdnVGVUWWhJTzdiTDJHUVRGLWlkU00zMEtJQQ?oc=5,전자신문,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0024,market,[심층리포트] 2026 기업 AI 도입 비용 분석: 217개사 데이터로 본 업종별 AX 투자 기준,2026-07-16,[심층리포트] 2026 기업 AI 도입 비용 분석: 217개사 데이터로 본 업종별 AX 투자 기준 한국데이터경제신문,[심층리포트] 2026 기업 AI 도입 비용 분석: 217개사 데이터로 본 업종별 AX 투자 기준 한국데이터경제신문,https://news.google.com/rss/articles/CBMicEFVX3lxTE9jOU5fRndPRTVXcXJLa3p1MUpxcm9fNEhZN0dZSS1xY0o1WDBJRUJvdXV0Mk1ZenQzT3NIcFNiZ0FvT3E4QzlSOGRxeG9PUm9HVWdJSGpTS3hQd3pWZ09OaWJielg4SW4wU2ViT0lGVVLSAXRBVV95cUxONS1EajFrZ1pyWWFfRjlrX0tyMFFzVm1OMzc2QS1vY1JsS3Vwd182aVAtLTJLLTBjOWpmV1FPRndLT19BdEo2ZWhxc00zZ0ptX3lEWjhITWlScXJiakRFUlhraDZqWS1YMzFnbEJ0NmZ4UmRKTA?oc=5,한국데이터경제신문,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0025,market,[기획] “인력 대행에서 AI 운영으로”…국내 아웃소싱 시장의 조용한 대전환,2026-07-09,[기획] “인력 대행에서 AI 운영으로”…국내 아웃소싱 시장의 조용한 대전환 아웃소싱타임스,[기획] “인력 대행에서 AI 운영으로”…국내 아웃소싱 시장의 조용한 대전환 아웃소싱타임스,https://news.google.com/rss/articles/CBMickFVX3lxTFAxcm9zYl9IUGc0QzJJbDNNUW5YMTJEb1pMbk45cnpZXzVVc0daZUlCeGlQdG4tQ25GR1VCd1lRbEw5MkpKVWJnMTVwR3otekFLSkRWeWZlalN6OVJic05zbUEzV0gyMjFVYVZ4cF9MZldadw?oc=5,아웃소싱타임스,,AI,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0026,market,"경남도, ‘제조 AX’ 속도 낸다… 올해 AI 스마트공장 281개 추가 구축",2026-03-17,"경남도, ‘제조 AX’ 속도 낸다… 올해 AI 스마트공장 281개 추가 구축 기계신문","경남도, ‘제조 AX’ 속도 낸다… 올해 AI 스마트공장 281개 추가 구축 기계신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5hUml2R0tDQy1ZQ0xZOXkwYjB1UW5OVWRYVEJrS24yalJ4NjBOakxkdGxvWGRPVWFRNXJnZFlhMmZITkF6bWRpU3B3SkVVWUJsX1ZqWkxJcFp0bEx3MmI2R1d5RmlISWc?oc=5,기계신문,,AI|제조 AX|스마트공장,2026-09-19T15:26:23.118507+09:00,false,false,live_crawled
CLN-0027,market,"네이버클라우드·미스트랄AI, 제조 AI 사업 협력…국내 시장 공동 공략",2026-07-08,"네이버클라우드·미스트랄AI, 제조 AI 사업 협력…국내 시장 공동 공략 디지털데일리","네이버클라우드·미스트랄AI, 제조 AI 사업 협력…국내 시장 공동 공략 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9QSlIzMGYxZkxEYmQyeDRmRnBQNGNlWHlRcjRqZkFiTHZKcW1MRjBIb2E5emhzRmYxTnMyMmd4Zk0tVVFEZTRKTC1CMF96RU9oUzc1NmpydUJtd0NvaEJMMUQ3S1E?oc=5,디지털데일리,,AI|클라우드,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0028,market,[글로벌 산업 트렌드] AI가 끌어올린 반도체·스마트팩토리·피지컬 AI의 ‘동시 호황’,2026-05-06,[글로벌 산업 트렌드] AI가 끌어올린 반도체·스마트팩토리·피지컬 AI의 ‘동시 호황’ 산업종합저널,[글로벌 산업 트렌드] AI가 끌어올린 반도체·스마트팩토리·피지컬 AI의 ‘동시 호황’ 산업종합저널,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9aVE5GaEpuV2RPT1dVWDFYZE5FZFJOTHhISzFsQ1N3SkJKcnREZV9BYzhRM1BlNTJqdHNkMVVSMW5TNDhsTnNsbkJMcnZHZ2VjcXhn?oc=5,산업종합저널,,AI|스마트팩토리,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0029,market,"포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서",2026-05-19,"포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서 포스코그룹 뉴스룸","포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서 포스코그룹 뉴스룸",https://news.google.com/rss/articles/CBMiygJBVV95cUxQb1BOOEJqT18yQldvX2tYWXJlNFRjb1E5eXFjTnFYNVZlVGpGMDJrRnJwdDItM3JaMEVDaElJYk9mVkhfNUJFRWwwUnR0RWtIQjdCQUFnYWFqMU5Na0JRc0FSZE9mbXdwcjlsbVZTTTRmc1lwaUZab3FRMldXUWdmQ1JLVDRKYkpIQ1V5WTJYQVEwUW02R2dpZ0ZDTUNmeUtiWE1FR3NFc0w4aUdGWGpaR1loTnZ2d2ZPbUlMVmNYTkRFWkk3M1lkZXQ1RXhwc0lGYzNPUld0TW5oUk1QbHBUYldNWmlka2ZWdjdjeGlSbUZweGtNdE5jZVZDdHVxSlVIQ0FudERLSlBRbFJtanZKZnM2RFpGelF5ZV9mN2VnNTRlMzFlVm1TVXpBUnA1NnpOYXZsbFpSekx4RXJOc05tT0x3ZWh3a2tKWVE?oc=5,포스코그룹 뉴스룸,,AI|스마트공장,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0030,market,"유증에 숨은 뜻...E8, 제조기업 인수 통해 산업 AI 시장 진출 속도",2026-08-11,"유증에 숨은 뜻...E8, 제조기업 인수 통해 산업 AI 시장 진출 속도 financialpost.co.kr","유증에 숨은 뜻...E8, 제조기업 인수 통해 산업 AI 시장 진출 속도 financialpost.co.kr",https://news.google.com/rss/articles/CBMidEFVX3lxTFBsMUVtdUZiakFRbWp0Z3dacVd2QXhfSC1Wdm5DSF9GNExlMUcwVXI5bGNGenA4RWpZZXVnd0UyaVgyZlQ2VzJzZHFBT0d6Y3lLeTE3Wmg5VWRtT2p2OGwwMnVWY2JVRlNaVGl6SEpSZmkwdFFo?oc=5,financialpost.co.kr,,AI,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0031,market,"자율 제조 AI 도입률 5% 현실과 2030년 40% 목표, 정부 1.5조 원 투자 분석",2026-05-04,"자율 제조 AI 도입률 5% 현실과 2030년 40% 목표, 정부 1.5조 원 투자 분석 한국데이터경제신문","자율 제조 AI 도입률 5% 현실과 2030년 40% 목표, 정부 1.5조 원 투자 분석 한국데이터경제신문",https://news.google.com/rss/articles/CBMicEFVX3lxTE00ZnVzdGdfMXo0bWR3dmN0UnFsS19PaUJNNjJteGlTSGRwSmg0ZFJIX2JIOGhSWjd5X1VDZFN1RkZCSjdpb3FSV3YwU3lKWENpVjlRSlM0NDNjd2xESkN6Q0ZySEN4QVFzQzBsUWpkVVbSAXRBVV95cUxPVFN1ZF92UGpBSDRwZmVITkJYdUxySHBxd3BGa3k1bkZXbV9YTjIxUlVsa212Y1ZuOXZnTjFtblRNN0hNdHZDZlZNM19mTGJUQldzZXBRSUZFa3gtLWJoRVVLUlVBQzE3SjJ0YklJb0c4eHdOLQ?oc=5,한국데이터경제신문,,AI,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0032,market,"마키나락스, 美 아마존도 인정한 '한국판 팔란티어'··삼성·현대 등 6000개 AI모델 현장적용",2026-08-06,"마키나락스, 美 아마존도 인정한 '한국판 팔란티어'··삼성·현대 등 6000개 AI모델 현장적용 데이터투자","마키나락스, 美 아마존도 인정한 '한국판 팔란티어'··삼성·현대 등 6000개 AI모델 현장적용 데이터투자",https://news.google.com/rss/articles/CBMickFVX3lxTFA5YWZtVm91VVBJUUVSOGtobDlzT25pZ3Z2bTBHOUhtaFZJXzFGVHpaeTdkWjJQR3ppWFU2QXIwT1NHQ1daZFR2YjhQcnlycTV5MTh3amxNbHFqRU5TOXNoMGNXVDhKSDlKemJXT0dNdW9zQQ?oc=5,데이터투자,,AI,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0033,market,"전남테크노파크, '2026년 제조AI특화 스마트공장 구축지원사업' 지원기업 모집",2026-04-14,"전남테크노파크, '2026년 제조AI특화 스마트공장 구축지원사업' 지원기업 모집 전자신문","전남테크노파크, '2026년 제조AI특화 스마트공장 구축지원사업' 지원기업 모집 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE52M3k0QW1HUHBSTkpsMDZiYWtYbEFLVk5ZOERVY1lRWEFRWXZ0SmJMbHg1Um1BR2p5Z0t3bWk5cU9UUEtDNWozWUItbjVPdw?oc=5,전자신문,,AI|스마트공장,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
CLN-0034,market,"포스코, 중소기업 제조AI 전환 지원 확대…스마트공장 ‘AI 트랙’ 신설",2026-05-19,"포스코, 중소기업 제조AI 전환 지원 확대…스마트공장 ‘AI 트랙’ 신설 글로벌이코노믹","포스코, 중소기업 제조AI 전환 지원 확대…스마트공장 ‘AI 트랙’ 신설 글로벌이코노믹",https://news.google.com/rss/articles/CBMihAFBVV95cUxPdV9MR3Vtb3h2b0NYWFZkNGtIMzJrR0VGM0JXMUJGalRKQ3VaanotODlJc25sbkN6dGgzOTduMTQyYXVrdFp6TmlXa2VMN2h4ZjI3azZjQXFpTllNQXctRDFkQUlQSTJlLUJhTHFreTJydW9kWTdsYWVuMVhLdFNRdmdYVVI?oc=5,글로벌이코노믹,,AI|스마트공장,2026-09-19T15:26:23.119506+09:00,false,false,live_crawled
